time,dt,Center (x-axis),Center (y-axis),box width,box height
2.851548400009051,0.043097499990835786,631.52924,125.95949,16.849365,16.68737
2.8966736998409033,0.04512529983185232,620.374,125.92976,17.093506,15.595039
2.9463801998645067,0.04970650002360344,608.9514,125.91881,16.621887,14.879768
2.9942455999553204,0.04786540009081364,597.4183,125.84535,16.719238,15.037834
3.0456375000067055,0.051391900051385164,585.7744,125.804375,16.860168,15.290268
3.091253199847415,0.04561569984070957,574.16833,125.82176,16.405212,15.446037
3.1375311999581754,0.04627800011076033,562.4735,125.73122,16.201843,15.198418
3.1826567999087274,0.04512559995055199,551.9909,125.40816,16.796753,15.569374
3.232865900034085,0.05020910012535751,540.4837,125.353386,16.912842,15.618301
3.279640199849382,0.04677429981529713,529.6663,125.370514,16.443237,15.249687
3.327080799965188,0.047440600115805864,518.32294,125.54524,16.869904,15.241882
3.3783746999688447,0.051293900003656745,507.11548,125.743484,15.878693,15.1558
3.4253370999358594,0.04696239996701479,496.21735,125.76126,16.009735,15.1605
3.4703351999633014,0.04499810002744198,485.714,125.53514,17.386475,15.749535
3.520059200003743,0.04972400004044175,475.3348,125.23308,16.084595,14.721397
3.5674311998300254,0.04737199982628226,464.9394,123.96275,16.455688,14.85321
3.6151204998604953,0.047689300030469894,455.59143,123.11807,16.012787,14.787804
3.6629623998887837,0.047841900028288364,445.99323,120.58054,15.942383,15.125687
3.7083043998572975,0.045341999968513846,436.77606,117.916885,15.063477,14.89431
3.7562467998359352,0.047942399978637695,428.11343,116.728584,15.851624,15.15213
3.803056800039485,0.04681000020354986,419.32986,114.770195,15.189514,14.815369
3.8529695000033826,0.04991269996389747,410.68036,113.3575,15.566406,15.054832
3.8997817998752,0.04681229987181723,401.31354,112.42351,15.027374,14.818802
3.94656870001927,0.04678690014407039,392.90503,111.793816,15.8367,15.21637
3.993891099933535,0.04732239991426468,383.45462,111.902954,15.587463,14.828545
4.041249299887568,0.0473581999540329,373.87015,112.887054,15.333923,15.148262
4.088751500006765,0.04750220011919737,364.39575,114.68436,15.533051,14.27063
4.1335692999418825,0.044817799935117364,354.812,116.97902,14.98349,14.656883
4.181610699975863,0.04804140003398061,345.3927,119.98099,15.319977,14.35257
4.230970700038597,0.04936000006273389,335.92932,122.69887,15.107239,14.437408
4.278765399940312,0.04779469990171492,326.21637,125.45392,15.580688,14.647316
4.329266599845141,0.050501199904829264,316.4195,127.847916,14.566071,13.928886
4.374074699822813,0.0448080999776721,306.2911,129.75255,14.792236,14.063568
4.422706599812955,0.04863189999014139,296.78616,130.54309,15.444702,14.692314
4.471875899937004,0.04916930012404919,287.7692,130.97086,14.006897,13.934151
4.5146180998999625,0.042742199962958694,278.5775,130.99442,14.565857,13.900246
4.5658668000251055,0.05124870012514293,268.6471,130.33965,15.322723,14.492256
4.614395000040531,0.04852820001542568,260.15268,130.31361,14.979248,14.498695
4.662227499997243,0.04783249995671213,251.1379,128.67354,14.592194,13.785126
4.7090822998434305,0.046854799846187234,241.70544,128.2132,14.932663,13.941269
4.756409999914467,0.047327700071036816,233.53014,127.165085,14.701782,14.241913
4.801329300040379,0.04491930012591183,224.1529,126.03868,15.082291,13.9750595
4.8512677999679,0.04993849992752075,215.58145,125.490616,14.422974,13.901772
4.90053700003773,0.04926920006982982,206.99933,125.07512,14.992844,14.267731
4.941246599890292,0.04070959985256195,197.5086,124.33413,14.79277,13.606033
4.989240000024438,0.047993400134146214,188.5086,124.26552,14.538101,13.342384
5.043448499869555,0.05420849984511733,179.58495,123.862366,14.620056,13.816864
5.08890870003961,0.04546020017005503,170.59827,123.82318,14.895416,13.95797
5.134414199972525,0.04550549993291497,161.47308,123.77878,14.544571,13.629662
5.183731499826536,0.049317299854010344,153.19275,123.93082,15.124924,13.794868
5.2267656999174505,0.043034200090914965,143.8392,123.659485,15.068863,14.103699
5.277314999839291,0.05054929992184043,134.88498,123.7063,14.716583,13.745628
5.32498829998076,0.047673300141468644,127.16354,123.76731,14.924629,13.71785
5.373369300039485,0.048381000058725476,117.64918,123.70978,14.7439575,13.839699
5.419340600026771,0.04597129998728633,109.05959,123.52258,14.459686,13.655975
5.466482599964365,0.04714199993759394,101.325806,123.18906,14.959991,13.882904
5.51430769986473,0.047825099900364876,92.561066,123.14082,14.618843,13.773857
5.559969899943098,0.04566220007836819,83.68448,123.2708,14.749115,13.914894
5.6084020000416785,0.04843210009858012,75.70517,122.9944,14.415466,13.781273
5.655571999959648,0.04716999991796911,67.02597,123.39937,14.912312,13.815208
5.704841000027955,0.04926900006830692,58.31684,123.30789,14.454662,13.773705
5.752375699812546,0.047534699784591794,50.212753,122.98909,14.515526,14.089561
5.798836600035429,0.04646090022288263,42.088097,123.19433,14.601604,13.668869
5.846594400005415,0.04775779996998608,34.061157,122.97362,14.407564,13.576607
5.896337299840525,0.04974289983510971,24.869987,123.41769,14.249006,13.833572
5.941382999997586,0.04504570015706122,16.74793,123.24617,16.046719,14.225914
5.989308999851346,0.047925999853760004,7.89218,123.36446,14.8954115,14.111374
