time,dt,Center (x-axis),Center (y-axis),box width,box height
6.574194100219756,0.048294100211933255,633.31433,226.17953,13.371399,22.705795
6.620437600184232,0.04624349996447563,623.99976,225.28415,21.913025,20.91298
6.669141100021079,0.048703499836847186,611.2562,225.63257,21.14093,21.161133
6.717287300154567,0.04814620013348758,598.9351,225.83179,20.276245,20.716507
6.761208300013095,0.043920999858528376,587.71326,226.03731,20.022156,20.672852
6.809720900142565,0.04851260012947023,574.89856,225.85355,18.803955,19.323929
6.856547300005332,0.046826399862766266,562.2877,225.70316,16.401794,17.039993
6.902430400019512,0.045883100014179945,550.0388,225.8264,17.432556,17.821045
6.952942400006577,0.05051199998706579,538.4695,225.23167,17.136414,17.554626
7.000449700048193,0.04750730004161596,526.72253,225.69307,19.063354,18.774323
7.048083000117913,0.04763330006971955,514.4597,225.42224,20.524902,19.93541
7.094862800091505,0.04677979997359216,502.6391,224.80392,20.801392,19.784653
7.141061200061813,0.046198399970307946,490.64685,224.60443,19.517212,19.858856
7.185814900090918,0.04475370002910495,479.06818,224.17862,19.53595,19.2809
7.238371100043878,0.052556199952960014,466.94263,221.94704,18.173645,18.367249
7.2826024000532925,0.044231300009414554,455.64703,219.12167,17.302032,16.94423
7.332370100077242,0.049767700023949146,445.0882,216.29202,16.98465,17.079361
7.379432100104168,0.0470620000269264,435.474,213.95811,16.830841,16.256561
7.428629300091416,0.049197199987247586,424.31525,213.3851,17.22345,16.852661
7.473452500067651,0.04482319997623563,413.9605,211.75793,17.834015,18.137558
7.520045600133017,0.046593100065365434,404.44598,211.51633,19.26648,19.570206
7.5705536000896245,0.05050799995660782,394.31445,210.57832,19.635742,19.467712
7.6192162001971155,0.048662600107491016,382.71954,211.46155,19.894928,19.870712
7.660505800042301,0.041289599845185876,373.63132,213.59648,18.715515,18.20874
7.710613900097087,0.05010810005478561,362.18176,215.4633,18.509613,17.960083
7.760324500035495,0.04971059993840754,352.92932,217.8964,17.826538,16.868134
7.804030800005421,0.043706299969926476,341.26294,221.16876,16.025604,16.133514
7.854808800155297,0.05077800014987588,330.9229,221.5341,15.372833,15.551605
7.900359700201079,0.04555090004578233,319.9727,221.0502,15.962219,15.992218
7.948940700152889,0.048580999951809645,308.90662,221.1677,16.942902,16.746216
7.994292400078848,0.04535169992595911,298.45422,220.6918,16.907349,17.72319
8.041107500204816,0.046815100125968456,287.67023,220.84308,17.137573,17.700089
8.08862670022063,0.04751920001581311,277.99005,220.56818,17.842224,18.245087
8.139210300054401,0.050583599833771586,267.89478,219.25244,18.970337,18.9328
8.186448800144717,0.04723850009031594,256.7298,218.95894,17.135223,16.941833
8.234046400059015,0.04759759991429746,247.84424,218.1758,15.285385,15.203857
8.282583500025794,0.04853709996677935,238.09984,218.62917,15.810242,15.895905
8.330244000069797,0.04766050004400313,227.60858,217.99927,15.350342,15.764664
8.381321200169623,0.05107720009982586,218.44698,216.64769,15.773163,15.796204
8.438968600006774,0.05764739983715117,208.03171,216.54999,17.603668,17.926834
8.487712600035593,0.048744000028818846,196.94002,216.46661,18.554565,18.612457
8.535994700156152,0.048282100120559335,187.72572,216.09026,19.62915,19.770508
8.585640200180933,0.04964550002478063,177.4913,216.66577,19.252975,19.323166
8.63069360004738,0.04505339986644685,167.31735,216.13443,18.679153,18.861603
8.67922620009631,0.04853260004892945,157.41443,216.12497,17.556046,17.377686
8.723338500130922,0.04411230003461242,146.58786,216.93292,16.74672,17.542206
8.77518040011637,0.051841899985447526,137.39117,216.62045,14.540222,14.657089
8.823818900156766,0.04863850004039705,127.277435,216.60054,16.179146,15.529022
8.868503500008956,0.04468459985218942,117.748795,216.83954,15.841011,15.786957
8.920134200016037,0.05163070000708103,108.940735,216.5579,16.61158,16.300049
8.964885800145566,0.044751600129529834,99.06819,216.9555,17.838745,17.896942
9.021863100118935,0.056977299973368645,90.59187,215.77544,18.906898,18.390045
9.077350500039756,0.05548739992082119,81.48102,216.56041,17.521507,18.073578
9.134429100202397,0.057078600162640214,72.28618,215.4733,19.718498,19.356491
9.182444600155577,0.04801549995318055,63.09804,215.95306,18.659187,18.38176
9.231781200040132,0.049336599884554744,54.771732,215.79541,17.317276,17.645721
9.275996600044891,0.04421540000475943,45.54756,215.85855,15.702953,15.69458
9.322325100190938,0.04632850014604628,36.241837,215.90834,15.423382,15.326843
9.372704400215298,0.05037930002436042,27.804354,216.41635,14.164013,13.834335
9.420234700199217,0.04753029998391867,19.005423,215.65036,15.4054575,15.525314
9.465534700080752,0.04529999988153577,9.191886,216.41779,15.781427,15.99527
9.516191000118852,0.05065630003809929,4.514158,215.26855,9.028316,17.408234
