Time,Model_1,Model_2,Model_3
8.200000000000001,2494.812873246075,16149.79970236759,1795.297444808745
8.3,2494.9792614466105,16137.503407187678,1796.1306444207585
8.4,2495.470360897274,16149.516997958364,1794.478124088083
8.5,2492.56734584421,16155.3037741234,1797.901665077473
8.6,2489.9817977575426,16176.29872537712,1799.6404934029586
8.700000000000001,2497.853127727581,16089.740321798256,1796.2170775876582
8.8,2508.5948769125353,15953.14063017879,1792.717771046307
8.9,2504.060386639205,16018.09768927177,1793.748623954129
9.0,2511.2035815076406,15903.31761297858,1793.1390253306815
9.1,2514.7873814693053,15839.333066648256,1793.223420859271
9.200000000000001,2517.8278029884345,15779.372405245434,1793.6691441169744
9.3,2512.09767438709,15902.492571589775,1791.9922395305873
9.4,2518.5745030324033,15734.652959720637,1795.8313385890622
9.5,2517.09651592945,15779.154179472684,1794.382171559507
9.600000000000001,2516.441185722546,15807.570545039855,1793.0698448670591
9.700000000000001,2516.519835633781,15851.431978387058,1789.6947575859797
9.8,2518.20188034756,15871.195929203355,1785.9655156095557
9.9,2516.9040178657397,15874.89282761489,1787.470440311091
10.0,2519.5049822907176,15851.578619137026,1785.6322129435935
10.100000000000001,2500.7128657166636,15991.899286416685,1799.978517801364
10.200000000000001,2500.7128657166636,15991.899286416685,1799.978517801364
10.3,2500.7128657166636,15991.899286416685,1799.978517801364
10.4,2500.7128657166636,15991.899286416685,1799.978517801364
10.5,2500.7128657166636,15991.899286416685,1799.978517801364
10.600000000000001,2500.7128657166636,15991.899286416685,1799.978517801364
10.700000000000001,2500.7128657166636,15991.899286416685,1799.978517801364
10.8,2500.7128657166636,15991.899286416685,1799.978517801364
10.9,2500.7128657166636,15991.899286416685,1799.978517801364
11.0,2500.7128657166636,15991.899286416685,1799.978517801364
11.100000000000001,2500.7128657166636,15991.899286416685,1799.978517801364
11.200000000000001,2500.7128657166636,15991.899286416685,1799.978517801364
11.3,2500.7128657166636,15991.899286416685,1799.978517801364
11.4,2500.7128657166636,15991.899286416685,1799.978517801364
11.5,2500.7128657166636,15991.899286416685,1799.978517801364
11.600000000000001,2500.7128657166636,15991.899286416685,1799.978517801364
11.700000000000001,2500.7128657166636,15991.899286416685,1799.978517801364
11.8,2500.7128657166636,15991.899286416685,1799.978517801364
11.9,2500.7128657166636,15991.899286416685,1799.978517801364
12.0,2500.7128657166636,15991.899286416685,1799.978517801364
12.100000000000001,2500.7128657166636,15991.899286416685,1799.978517801364
12.200000000000001,2500.1539789947997,15998.250245865998,1878.3953598450944
12.3,2500.7020568659723,15992.190676891038,1804.1980628821448
12.4,2500.7020568659723,15992.190676891038,1804.1980628821448
12.5,2500.7020568659723,15992.190676891038,1804.1980628821448
12.600000000000001,2500.7020568659723,15992.190676891038,1804.1980628821448
12.700000000000001,2500.7020568659723,15992.190676891038,1804.1980628821448
12.8,2500.7020568659723,15992.190676891038,1804.1980628821448
12.9,2500.7020568659723,15992.190676891038,1804.1980628821448
13.0,2499.3214168237155,15258.201599813665,1730.4642547692624
13.100000000000001,2499.245695763457,16592.20626289106,1799.4747508037226
13.200000000000001,2500.01854269757,15948.065723138829,1800.034764297111
13.3,2500.01854269757,15948.065723138829,1800.034764297111
13.4,2500.01854269757,15948.065723138829,1800.034764297111
13.5,2500.01854269757,15948.065723138829,1800.034764297111
13.600000000000001,2500.01854269757,15948.065723138829,1800.034764297111
13.700000000000001,2500.01854269757,15948.065723138829,1800.034764297111
13.8,2500.01854269757,15948.065723138829,1800.034764297111
13.9,2500.01854269757,15948.065723138829,1800.034764297111
14.0,2500.01854269757,15948.065723138829,1800.034764297111
14.100000000000001,2500.01854269757,15948.065723138829,1800.034764297111
14.200000000000001,2568.6946973103613,16647.26376031549,1869.6498620200487
14.3,2519.755966270539,15975.618050667696,1811.337465651538
14.4,2558.1239314057593,16502.188287031564,1857.0543844044503
14.5,2556.3907938292223,16464.851859091337,1855.6970852776915
14.600000000000001,2556.3907938292223,16464.851859091337,1855.6970852776915
14.700000000000001,2556.3907938292223,16464.851859091337,1855.6970852776915
14.8,2556.3907938292223,16464.851859091337,1855.6970852776915
14.9,2556.3907938292223,16464.851859091337,1855.6970852776915
15.0,2556.3907938292223,16464.851859091337,1855.6970852776915
15.100000000000001,2556.3907938292223,16464.851859091337,1855.6970852776915
15.200000000000001,2556.3907938292223,16464.851859091337,1855.6970852776915
15.3,2556.3907938292223,16464.851859091337,1855.6970852776915
15.4,2556.3907938292223,16464.851859091337,1855.6970852776915
15.5,2566.037054158435,16607.862789651066,1866.6360622436991
15.600000000000001,2559.0268326267274,16513.007181444624,1858.0847112836504
15.700000000000001,2560.4314699822744,16532.533303229706,1859.8684424550543
15.8,2560.4314699822744,16532.533303229706,1859.8684424550543
15.9,2558.2162600962074,16511.75503209342,1858.5158003975525
16.0,2559.0836310552672,16511.39377368216,1859.3210148701382
16.1,2559.293388671098,16514.21667244205,1859.5071444034772
16.2,2559.2071329593364,16512.196735639136,1858.615342539227
16.3,2559.915821275815,16511.302572502376,1860.1904792299053
16.400000000000002,2561.4144773716257,16511.782426835965,1858.9653901504082
16.5,2560.0674839401063,16511.778324177074,1857.636980742026
16.6,2559.595314996244,16512.085314605607,1859.8050461300945
16.7,2559.77362787856,16511.384289520738,1860.4118776274413
16.8,2559.877072858162,16511.419612298618,1860.1892887432352
16.900000000000002,2559.909222217155,16511.478421939904,1860.0244985993318
17.0,2559.9663871666276,16511.605396951327,1860.3765129351427
17.1,2559.9663871666276,16511.605396951327,1860.3765129351427
17.2,2559.9663871666276,16511.605396951327,1860.3765129351427
17.3,2559.9663871666276,16511.605396951327,1860.3765129351427
17.400000000000002,2559.9663871666276,16511.605396951327,1860.3765129351427
17.5,2559.9663871666276,16511.605396951327,1860.3765129351427
17.6,2559.9663871666276,16511.605396951327,1860.3765129351427
17.7,2559.9663871666276,16511.605396951327,1860.3765129351427
17.8,2559.9663871666276,16511.605396951327,1860.3765129351427
17.900000000000002,2559.9663871666276,16511.605396951327,1860.3765129351427
18.0,2559.92156984624,16511.50584854237,1860.1005336958665
18.1,2560.6961709963075,16512.80384808183,1861.543373703463
18.2,2560.016052018213,16511.790916737744,1860.7314811559004
18.3,2560.016052018213,16511.790916737744,1860.7314811559004
18.400000000000002,2560.016052018213,16511.790916737744,1860.7314811559004
18.5,2560.016052018213,16511.790916737744,1860.7314811559004
18.6,2560.016052018213,16511.790916737744,1860.7314811559004
18.7,2560.016052018213,16511.790916737744,1860.7314811559004
18.8,2560.016052018213,16511.790916737744,1860.7314811559004
18.900000000000002,2560.016052018213,16511.790916737744,1860.7314811559004
19.0,2560.016052018213,16511.790916737744,1860.7314811559004
19.1,2560.016052018213,16511.790916737744,1860.7314811559004
19.200000000000003,2562.8017612856243,16511.449102146362,1860.362778006719
19.3,2562.2383780364758,16511.541886482664,1860.5068798975637
19.400000000000002,2562.1546670211005,16511.52161029451,1860.5706389427046
19.5,2562.264569257785,16511.391223020586,1860.6746953158708
19.6,2562.264569257785,16511.391223020586,1860.6746953158708
19.700000000000003,2562.264569257785,16511.391223020586,1860.6746953158708
19.8,2562.264569257785,16511.391223020586,1860.6746953158708
19.900000000000002,2562.264569257785,16511.391223020586,1860.6746953158708
20.0,2562.264569257785,16511.391223020586,1860.6746953158708
20.1,2562.264569257785,16511.391223020586,1860.6746953158708
20.200000000000003,2562.264569257785,16511.391223020586,1860.6746953158708
20.3,2562.264569257785,16511.391223020586,1860.6746953158708
20.400000000000002,2562.8764275127996,16512.130643495053,1859.1747783473304
20.5,2561.2145590150053,16511.08133602895,1861.1165333352733
20.6,2561.0810941650416,16512.410412452904,1858.5069920060373
20.700000000000003,2561.5615552363297,16511.811732189748,1859.9385118669597
20.8,2561.5615552363297,16511.811732189748,1859.9385118669597
20.900000000000002,2561.5615552363297,16511.811732189748,1859.9385118669597
21.0,2561.5615552363297,16511.811732189748,1859.9385118669597
21.1,2561.5615552363297,16511.811732189748,1859.9385118669597
21.200000000000003,2561.5615552363297,16511.811732189748,1859.9385118669597
21.3,2561.5615552363297,16511.811732189748,1859.9385118669597
21.400000000000002,2561.5615552363297,16511.811732189748,1859.9385118669597
21.5,2561.5615552363297,16511.811732189748,1859.9385118669597
21.6,2561.5615552363297,16511.811732189748,1859.9385118669597
21.700000000000003,2561.770767884511,16511.889161797597,1859.3520583719785
21.8,2558.54134171155,16510.691672957742,1860.1272513967554
21.900000000000002,2560.8271289317245,16511.319010579577,1859.749059537033
22.0,2560.8271289317245,16511.319010579577,1859.749059537033
22.1,2560.8271289317245,16511.319010579577,1859.749059537033
22.200000000000003,2560.8271289317245,16511.319010579577,1859.749059537033
22.3,2560.8271289317245,16511.319010579577,1859.749059537033
22.400000000000002,2560.8271289317245,16511.319010579577,1859.749059537033
22.5,2560.8271289317245,16511.319010579577,1859.749059537033
22.6,2560.8271289317245,16511.319010579577,1859.749059537033
22.700000000000003,2560.8271289317245,16511.319010579577,1859.749059537033
22.8,2560.8271289317245,16511.319010579577,1859.749059537033
22.900000000000002,2561.00783772331,16511.405321616887,1857.7957413875488
23.0,2561.014043579856,16511.4618905067,1858.0423645281535
23.1,2557.7507857927576,16511.80311648892,1857.4561694356435
23.200000000000003,2559.924391738693,16511.610743845897,1857.595054862158
23.3,2559.924391738693,16511.610743845897,1857.595054862158
23.400000000000002,2559.924391738693,16511.610743845897,1857.595054862158
23.5,2559.924391738693,16511.610743845897,1857.595054862158
23.6,2559.924391738693,16511.610743845897,1857.595054862158
23.700000000000003,2559.924391738693,16511.610743845897,1857.595054862158
23.8,2559.924391738693,16511.610743845897,1857.595054862158
23.900000000000002,2559.924391738693,16511.610743845897,1857.595054862158
24.0,2559.924391738693,16511.610743845897,1857.595054862158
24.1,2561.618054816215,16512.620001351777,1856.8532050374959
24.200000000000003,2559.9992273874304,16512.010523500336,1856.7769608884212
24.3,2558.0571101563914,16511.235655811808,1859.4741804720293
24.400000000000002,2559.2823666335357,16511.880255909466,1858.044573724332
24.5,2559.2823666335357,16511.880255909466,1858.044573724332
24.6,2559.2823666335357,16511.880255909466,1858.044573724332
24.700000000000003,2559.2823666335357,16511.880255909466,1858.044573724332
24.8,2559.2823666335357,16511.880255909466,1858.044573724332
24.900000000000002,2559.2823666335357,16511.880255909466,1858.044573724332
25.0,2559.2823666335357,16511.880255909466,1858.044573724332
25.1,2559.2823666335357,16511.880255909466,1858.044573724332
25.200000000000003,2559.2823666335357,16511.880255909466,1858.044573724332
25.3,2560.874023528919,16512.273252586823,1856.481446275074
25.400000000000002,2560.587328950276,16512.50028414745,1856.766283297836
25.5,2559.5630994900025,16512.377275967327,1857.7910451568916
25.6,2559.744206393837,16512.445953589362,1857.4876381197166
25.700000000000003,2559.744206393837,16512.445953589362,1857.4876381197166
25.8,2559.744206393837,16512.445953589362,1857.4876381197166
25.900000000000002,2559.744206393837,16512.445953589362,1857.4876381197166
26.0,2559.744206393837,16512.445953589362,1857.4876381197166
26.1,2559.744206393837,16512.445953589362,1857.4876381197166
26.200000000000003,2559.744206393837,16512.445953589362,1857.4876381197166
26.3,2559.744206393837,16512.445953589362,1857.4876381197166
26.400000000000002,2559.744206393837,16512.445953589362,1857.4876381197166
26.5,2559.6393623238428,16513.176894345495,1855.5900042959447
26.6,2560.448232317028,16512.750880934185,1857.8556959178873
26.700000000000003,2560.371576121264,16512.735776997128,1857.6743103215567
26.8,2558.125980440949,16513.36871570753,1855.030926511634
26.900000000000002,2559.3271240918707,16513.03438194542,1856.6888545360775
27.0,2559.3271240918707,16513.03438194542,1856.6888545360775
27.1,2559.3271240918707,16513.03438194542,1856.6888545360775
27.200000000000003,2559.3271240918707,16513.03438194542,1856.6888545360775
27.3,2559.3271240918707,16513.03438194542,1856.6888545360775
27.400000000000002,2559.3271240918707,16513.03438194542,1856.6888545360775
27.5,2559.3271240918707,16513.03438194542,1856.6888545360775
27.6,2559.3271240918707,16513.03438194542,1856.6888545360775
27.700000000000003,2557.9702218773764,16513.463366524007,1854.9214842702818
27.8,2558.315718460622,16513.462986668404,1855.4058885937873
27.900000000000002,2558.454100514786,16513.45988157532,1855.4988342829033
28.0,2557.89931874929,16514.787851286423,1855.1712642356943
28.1,2558.2820402860843,16513.9887006856,1855.091686382094
28.200000000000003,2558.2820402860843,16513.9887006856,1855.091686382094
28.3,2558.2820402860843,16513.9887006856,1855.091686382094
28.400000000000002,2558.2820402860843,16513.9887006856,1855.091686382094
28.5,2558.2820402860843,16513.9887006856,1855.091686382094
28.6,2558.2820402860843,16513.9887006856,1855.091686382094
28.700000000000003,2558.2820402860843,16513.9887006856,1855.091686382094
28.8,2558.2820402860843,16513.9887006856,1855.091686382094
28.900000000000002,2558.2206613285307,16514.54309626849,1852.3371812763537
29.0,2558.2072471011525,16514.537908958562,1852.9018081804209
29.1,2557.9042741385942,16514.947098831584,1854.1816766242116
29.200000000000003,2557.9164012487613,16514.954974193308,1854.1451811029872
29.3,2557.990615368223,16514.650631851568,1853.9315000316988
29.400000000000002,2557.990615368223,16514.650631851568,1853.9315000316988
29.5,2557.990615368223,16514.650631851568,1853.9315000316988
29.6,2557.990615368223,16514.650631851568,1853.9315000316988
29.700000000000003,2557.990615368223,16514.650631851568,1853.9315000316988
29.8,2557.990615368223,16514.650631851568,1853.9315000316988
29.900000000000002,2557.990615368223,16514.650631851568,1853.9315000316988
30.0,2557.990615368223,16514.650631851568,1853.9315000316988
30.1,2557.114152202936,16516.23715596361,1852.2164601991014
30.200000000000003,2558.547512497686,16515.606193175725,1854.1315027160847
30.3,2555.795755139997,16515.318173725445,1854.6337762744388
30.400000000000002,2558.0721809313973,16515.22533526669,1853.1448251511029
30.5,2557.9345687071955,16515.276226603368,1853.1755729856256
30.6,2557.199419943319,16515.47579248764,1853.4152259514317
30.700000000000003,2557.199419943319,16515.47579248764,1853.4152259514317
30.8,2557.199419943319,16515.47579248764,1853.4152259514317
30.900000000000002,2557.199419943319,16515.47579248764,1853.4152259514317
31.0,2557.199419943319,16515.47579248764,1853.4152259514317
31.1,2557.199419943319,16515.47579248764,1853.4152259514317
31.200000000000003,2557.199419943319,16515.47579248764,1853.4152259514317
31.3,2557.199419943319,16515.47579248764,1853.4152259514317
31.400000000000002,2558.0507947359824,16515.49303967884,1852.7041704584651
31.5,2557.4197594620205,16515.472350343145,1853.473346688244
31.6,2557.4152658850653,16515.452298285727,1853.3981251245293
31.700000000000003,2557.665554802522,16515.25538093905,1854.5048878904086
31.8,2557.624904499604,16515.193166324694,1854.4837938142323
31.900000000000002,2557.402162809089,16515.065640972927,1853.479456406779
32.0,2557.402162809089,16515.065640972927,1853.479456406779
32.1,2557.402162809089,16515.065640972927,1853.479456406779
32.2,2557.402162809089,16515.065640972927,1853.479456406779
32.300000000000004,2557.402162809089,16515.065640972927,1853.479456406779
32.4,2557.402162809089,16515.065640972927,1853.479456406779
32.5,2558.185060865112,16514.99179363271,1851.6593155687406
32.6,2557.8698392162078,16515.039741936664,1851.7633248722875
32.7,2557.9825068997206,16514.63022735591,1852.831193845212
32.800000000000004,2557.2431124269738,16514.271492788936,1851.981403565251
32.9,2558.1211858150423,16515.16301039503,1852.61932052047
33.0,2557.858981261168,16514.962518422322,1852.0953792733399
33.1,2557.858981261168,16514.962518422322,1852.0953792733399
33.2,2557.858981261168,16514.962518422322,1852.0953792733399
33.300000000000004,2557.858981261168,16514.962518422322,1852.0953792733399
33.4,2557.858981261168,16514.962518422322,1852.0953792733399
33.5,2557.858981261168,16514.962518422322,1852.0953792733399
33.6,2557.858981261168,16514.962518422322,1852.0953792733399
33.7,2556.659371997569,16513.17315233247,1850.2717916930783
33.800000000000004,2556.5358803781774,16513.038947353114,1850.1101183097203
33.9,2557.1462568874063,16513.53095787304,1850.8363779860167
34.0,2557.9412804195613,16512.950274979,1850.4087355260756
34.1,2557.744746845446,16513.014482898085,1850.3962522925078
34.2,2557.1288168692577,16513.02981097854,1850.3600198021234
34.300000000000004,2557.1288168692577,16513.02981097854,1850.3600198021234
34.4,2557.1288168692577,16513.02981097854,1850.3600198021234
34.5,2557.1288168692577,16513.02981097854,1850.3600198021234
34.6,2557.1288168692577,16513.02981097854,1850.3600198021234
34.7,2554.319852394553,16513.37541324309,1849.179525400841
34.800000000000004,2554.241990537096,16513.38945337829,1849.121889056247
34.9,2554.034385441932,16513.44327012477,1849.0491543241092
35.0,2553.896854794685,16513.499450175867,1848.9606630369183
35.1,2554.0673093974506,16513.675028756858,1848.9121285915596
35.2,2553.810048558058,16513.763898363028,1849.2761151362517
35.300000000000004,2554.056488866933,16513.665379557122,1848.9344402485901
35.4,2555.3873532888656,16514.465769146103,1848.0037750336307
35.5,2555.0843637773137,16513.330657644805,1849.4667153076225
35.6,2555.1251123828774,16513.294701905823,1849.5009473301245
35.7,2555.1503238772375,16513.255868880427,1849.5677651124959
35.800000000000004,2555.2132313361853,16513.18732536326,1849.7065595444215
35.9,2555.218298823226,16513.16902317918,1849.8118614436712
36.0,2555.2739908113012,16513.19095023231,1849.8474921676682
36.1,2555.3537380227194,16513.597968066137,1850.3259288592883
36.2,2555.2657263228994,16513.26908517175,1849.803580329186
36.300000000000004,2554.9444983915623,16513.28079078775,1849.8526765359588
36.4,2553.2207196203303,16513.748143185843,1850.2832977796681
36.5,2553.111664957312,16513.79049949552,1850.268955271498
36.6,2553.1085688797602,16513.842534617303,1850.3134424024804
36.7,2553.0493511868603,16513.966494716602,1850.327306257464
36.800000000000004,2552.928028801596,16513.928090419682,1850.3266001412214
36.9,2552.9165371342356,16513.86301021092,1850.3418954075025
37.0,2552.997609083493,16513.783509512585,1850.314207058623
37.1,2552.9479974721457,16513.81140747278,1850.3354508344416
37.2,2552.91314594286,16513.920023577102,1850.3002466900791
37.300000000000004,2552.947984599152,16513.934647601567,1850.2819818888352
37.4,2552.868852509272,16513.889015532426,1850.246451076623
37.5,2552.8752724968667,16513.84236172059,1850.2807317505183
37.6,2552.8737792095844,16513.854844387282,1850.2805827108498
37.7,2552.5890841540604,16514.158800311063,1850.0725152772775
37.800000000000004,2552.366782782434,16514.43129424178,1849.792566064244
37.9,2552.284811595875,16514.603149602844,1849.7381083301882
38.0,2552.3563026918414,16514.936500586464,1850.149621784596
38.1,2552.472366055677,16514.717113641844,1850.1900514317172
38.2,2552.5786332628327,16513.504469152173,1849.7846437490862
38.300000000000004,2552.7321495074148,16513.29054987586,1849.6115421862103
38.400000000000006,2552.7443978943056,16513.573890736192,1849.714469700143
38.5,2552.632744210515,16513.574515012948,1849.9566250093117
38.6,2552.631976822565,16513.541505194284,1849.9412864240226
38.7,2552.5034313011297,16513.57580057126,1850.244042469599
38.800000000000004,2552.1197761459607,16513.669520075146,1850.8500895146315
38.900000000000006,2552.0089555075224,16513.594524164015,1850.7811511365749
39.0,2552.359688122338,16513.83834227292,1850.5806356844087
39.1,2552.397071661903,16513.868216217576,1850.5441172715675
39.2,2552.4391321982166,16513.77019918249,1850.6101566395757
39.300000000000004,2552.553939195314,16513.71769461616,1850.6275492480456
39.400000000000006,2552.489907588856,16513.689015106705,1850.5606982765416
39.5,2552.45866443859,16513.698264286213,1850.421827294113
39.6,2552.384375970408,16513.66269080433,1850.4226128936064
39.7,2552.343410700904,16513.78558343778,1850.778260028228
39.800000000000004,2552.4323356052714,16513.757981981755,1850.9376647475465
39.900000000000006,2552.1800062870607,16513.945132543548,1851.1380321157897
40.0,2552.2931591200177,16514.077925517155,1851.2140676037466
40.1,2552.2926517193055,16514.19473470594,1851.244575266785
40.2,2552.2210306068255,16514.073463440665,1851.2902608232748
40.300000000000004,2552.1151468139865,16514.00000414172,1851.172569304061
40.400000000000006,2551.9705011018673,16513.884873781888,1850.965149033781
40.5,2552.2901859979506,16514.071330199404,1851.2272185527536
40.6,2552.2687421228025,16514.067785248455,1851.1875644956626
40.7,2552.191683985055,16514.0615876283,1851.1324303493673
40.800000000000004,2552.1750235906748,16514.03472488155,1851.0633854939283
40.900000000000006,2552.212432780272,16514.011477535285,1850.9845854049856
41.0,2552.0579912024837,16514.151017849843,1851.2091417331305
41.1,2552.0600747645676,16514.109031222953,1851.1427889620031
41.2,2552.1428194314526,16514.045622608886,1851.1503440483743
41.300000000000004,2552.1631309415634,16514.12896879385,1851.160780262274
41.400000000000006,2552.124927345875,16514.087617215097,1851.2004974116974
41.5,2552.188946854827,16514.055104031173,1851.157911955565
41.6,2552.1437872611596,16514.060615195947,1851.1544790451926
41.7,2552.156946918719,16514.026581164853,1851.1519225578554
41.800000000000004,2552.0869468021456,16514.177303015353,1851.0341864226248
41.900000000000006,2552.125655641934,16513.978038858342,1851.283440760797
42.0,2552.1011406571447,16513.982788157846,1851.1356638770421
42.1,2552.1039642413452,16514.064921698227,1851.11079089959
42.2,2552.154665381599,16514.146923551834,1851.0644576590212
42.300000000000004,2552.143745651124,16514.195258490465,1851.0674415274702
42.400000000000006,2552.1495454667947,16514.12101071128,1851.1304730862469
42.5,2552.175121969047,16514.09294099192,1851.117072599909
42.6,2552.09141634559,16514.04162227356,1851.128401958668
42.7,2552.1155571705644,16514.04576566529,1851.1270836683784
42.800000000000004,2552.0764596400672,16513.975845061566,1851.2049893250773
42.900000000000006,2552.11358679346,16514.02019481777,1851.254427283301
43.0,2552.1296609019696,16514.013857199283,1851.1887293584266
43.1,2552.1580730750297,16514.071627615787,1851.1467778908632
43.2,2552.1330400781394,16514.078126736753,1851.2843815704146
43.300000000000004,2552.1410986617184,16514.118727439163,1851.2778174987395
43.400000000000006,2551.9976328711014,16514.1178160525,1851.3386421342161
43.5,2552.0949084234826,16514.140020565294,1851.21917450154
43.6,2552.0975020405567,16514.150990674236,1851.1898793209207
43.7,2552.224564741359,16513.94306768302,1851.1598006374386
43.800000000000004,2552.201837118925,16514.015157574315,1851.185464237205
43.900000000000006,2552.1690760448682,16514.035467036414,1851.2423239085895
44.0,2552.1433513989537,16514.03694444229,1851.1167313587016
44.1,2552.1358826615483,16514.059428231554,1851.1011354961688
44.2,2552.068941400567,16514.308076580335,1851.0316866060382
44.300000000000004,2551.779023078953,16514.00888053757,1851.252889277423
44.400000000000006,2551.4270478880426,16514.00025218094,1851.2588259675588
44.5,2552.446312298309,16513.979739960676,1851.5948817791586
44.6,2552.417070284467,16514.030789593715,1850.917538543143
44.7,2551.947596027071,16514.180820683894,1851.1227617627292
44.800000000000004,2551.634266313227,16514.09531098934,1851.265038613541
44.900000000000006,2551.846033073219,16514.01796469117,1851.1613518562242
45.0,2552.096796836431,16514.237402718067,1851.1043448477492
45.1,2552.1279431636003,16514.266460552564,1851.0338631223915
45.2,2552.1324128013307,16514.29618477435,1851.0768263704015
45.300000000000004,2552.1612111991294,16514.281991676944,1851.1174356562938
45.400000000000006,2552.1559840297964,16514.242959757008,1851.172340587434
