time                   ,dt                   ,Center (x-axis) ,Center (y-axis) ,box width ,box height ,center_y_corrected ,mean_y
   8.855380400083959   ,0.0644181            ,      384.11115 ,      339.94083 ,45.130524 , 46.28308  ,-9.3634986         ,   
   8.918149699922651   ,0.0627693            ,      384.4146  ,      346.261   ,45.263092 , 45.25116  ,-15.6836686        ,   
   8.976728700101376   ,0.058579             ,      384.88434 ,      348.99066 ,45.458344 , 45.308258 ,-18.4133286        ,   
   9.026456200052053   ,0.049727499950677156 ,      385.0663  ,      347.2919  ,45.637695 , 44.73706  ,-16.7145686        ,   
   9.089696400100365   ,0.0632402            ,      385.27734 ,      341.93753 ,45.878418 , 44.260742 ,-11.3601986        ,   
   9.151129100006074   ,0.0614327            ,      385.18262 ,      334.17487 ,45.472168 , 44.27231  ,-3.5975386         ,   
   9.214876800077036   ,0.0637477            ,      385.08075 ,      325.6732  ,45.40268  , 44.321106 ,4.9041314          ,   
   9.274896800052375   ,0.06002              ,      384.84332 ,      318.65167 ,45.40805  , 44.978363 ,11.9256614         ,   
   9.338060399983078   ,0.0631636            ,      384.4637  ,      313.9292  ,45.65381  , 44.831818 ,16.6481314         ,   
   9.4022044           ,0.064144             ,      384.19727 ,      313.54446 ,45.707825 , 45.164307 ,17.0328714         ,   
   9.461852499982342   ,0.0596481            ,      384.10638 ,      317.56686 ,45.24478  , 45.918823 ,13.0104714         ,   
   9.523092299932614   ,0.061239799950271845 ,      383.6408  ,      324.65375 ,45.678864 , 45.360046 ,5.9235814          ,   
   9.573255199939013   ,0.0501629            ,      383.4533  ,      332.88644 ,45.84439  , 46.0188   ,-2.3091086         ,   
   9.635785900056362   ,0.0625307            ,      383.21008 ,      341.6316  ,45.414734 , 44.976257 ,-11.0542686        ,   
   9.696630199905485   ,0.0608443            ,      382.69135 ,      347.0918  ,45.58676  , 44.81128  ,-16.5144686        ,   
   9.761137600056827   ,0.0645074            ,      382.41498 ,      348.7373  ,45.4274   , 44.881287 ,-18.1599686        ,   
   9.821880500065163   ,0.0607429            ,      381.87982 ,      346.31503 ,45.71054  , 44.207153 ,-15.7376986        ,   
   9.883713100105524   ,0.061832600040361285 ,      381.7455  ,      340.7829  ,45.388184 , 43.759613 ,-10.2055686        ,   
   9.949560899985954   ,0.0658478            ,      381.14136 ,      331.85904 ,45.223328 , 44.142822 ,-1.2817086         ,   
  10.008555199950933   ,0.0589943            ,      380.62415 ,      323.73297 ,45.45868  , 43.978607 ,6.8443614          ,   
  10.071740499930456   ,0.0631853            ,      380.5612  ,      317.22424 ,45.22168  , 44.670868 ,13.3530914         ,   
  10.133536600042135   ,0.0617961            ,      379.84363 ,      313.76782 ,44.978333 , 44.2041   ,16.8095114         ,   
  10.199136700015515   ,0.0656001            ,      379.5475  ,      314.3885  ,44.81665  , 44.637054 ,16.1888314         ,   
  10.257080599898472   ,0.0579439            ,      379.38086 ,      319.5885  ,44.651672 , 44.984375 ,10.9888314         ,   
  10.309717900119722   ,0.0526373            ,      379.073   ,      326.5503  ,45.10077  , 45.549805 ,4.0270314          ,   
  10.370472399983555   ,0.0607545            ,      378.78247 ,      334.99078 ,44.427734 , 45.112946 ,-4.4134486         ,   
  10.432512399973348   ,0.062039999989792705 ,      378.66083 ,      342.70016 ,44.201996 , 44.836914 ,-12.1228286        ,   
  10.492923399899155   ,0.060411             ,      378.70996 ,      347.29382 ,44.450684 , 44.199524 ,-16.7164886        ,   
  10.559147600084543   ,0.0662242            ,      378.89093 ,      348.1402  ,44.776215 , 44.54306  ,-17.5628686        ,   
  10.616919900057837   ,0.0577723            ,      379.12152 ,      344.55957 ,44.281097 , 44.005432 ,-13.9822386        ,   
  10.679590699961409   ,0.0626708            ,      379.58307 ,      338.18668 ,44.78134  , 44.335327 ,-7.6093486         ,   
  10.743011800106615   ,0.0634211            ,      380.15903 ,      330.64703 ,44.609375 , 43.690277 ,-0.0696986         ,   
