index ,time                ,dt                   ,Center (x-axis) ,Center (y-axis)       ,box width ,box height
    0 ,0.0                 ,0.04712796211242676  ,      15.048561 ,0.15698513952219173   ,26.528187 , 23.487404
    1 ,0.04663801193237305 ,0.04663801193237305  ,      24.926336 ,-0.5971648604778181   ,27.648647 , 22.5243
    2 ,0.0930478572845459  ,0.04640984535217285  ,      36.500206 ,-0.33114486047780645  ,28.612411 , 21.769508
    3 ,0.14038705825805664 ,0.04733920097351074  ,      48.391567 ,-0.548354860477815    ,28.498222 , 21.505623
    4 ,0.1874711513519287  ,0.04708409309387207  ,      59.93306  ,-0.1763948604778136   ,28.434143 , 21.483902
    5 ,0.24876189231872559 ,0.061290740966796875 ,      70.979706 ,0.5399951395221905    ,28.7094   , 22.232338
    6 ,0.2963583469390869  ,0.04759645462036133  ,      82.22104  ,0.05467513952218894   ,28.248459 , 22.625809
    7 ,0.34298086166381836 ,0.046622514724731445 ,      93.03759  ,0.036485139522184795  ,27.53563  , 23.454628
    8 ,0.3910553455352783  ,0.04807448387145996  ,     103.02052  ,0.09474513952217478   ,28.00756  , 24.290878
    9 ,0.4524099826812744  ,0.061354637145996094 ,     112.79895  ,0.06485913952217004   ,28.541847 , 24.11457
   10 ,0.49947571754455566 ,0.04706573486328125  ,     122.23677  ,-0.791170860477834    ,28.81672  , 23.700832
   11 ,0.5623319149017334  ,0.06285619735717773  ,     131.99814  ,-0.44029986047780767  ,27.369682 , 23.115696
   12 ,0.6088719367980957  ,0.046540021896362305 ,     141.09332  ,-0.6321948604778242   ,26.528954 , 22.726017
   13 ,0.657055139541626   ,0.04818320274353027  ,     150.86652  ,-1.3516748604778286   ,26.369461 , 22.800705
   14 ,0.7184228897094727  ,0.06136775016784668  ,     160.1947   ,-1.5244548604778316   ,26.100693 , 22.519459
   15 ,0.782557487487793   ,0.06413459777832031  ,     168.89877  ,-1.1479348604778181   ,25.72319  , 22.296547
   16 ,0.8300738334655762  ,0.0475163459777832   ,     178.46375  ,-1.0579248604778115   ,26.340393 , 22.212097
   17 ,0.8768472671508789  ,0.046773433685302734 ,     187.75134  ,-0.16684486047783764  ,26.633026 , 21.909195
   18 ,0.9244358539581299  ,0.04758858680725098  ,     196.32587  ,0.33782513952216675   ,26.24025  , 21.728897
   19 ,0.9715354442596436  ,0.04709959030151367  ,     205.0445   ,0.388681139522177     ,26.619125 , 21.9059
   20 ,1.0190012454986572  ,0.04746580123901367  ,     214.69772  ,0.9030751395221728    ,26.88536  , 21.74083
   21 ,1.0671138763427734  ,0.04811263084411621  ,     224.91226  ,1.5793051395221767    ,26.915054 , 22.645233
   22 ,1.1146814823150635  ,0.04756760597229004  ,     233.87633  ,2.3088411395221726    ,27.017487 , 23.423264
   23 ,1.161146640777588   ,0.046465158462524414 ,     243.75865  ,3.3163051395221714    ,26.729767 , 22.088768
   24 ,1.2075862884521484  ,0.04643964767456055  ,     254.22743  ,4.280185139522189     ,26.63736  , 21.440453
   25 ,1.2536766529083252  ,0.04609036445617676  ,     264.34726  ,5.401665139522166     ,28.016953 , 23.301971
   26 ,1.3013100624084473  ,0.04763340950012207  ,     274.13232  ,6.2848951395221775    ,27.94226  , 23.809052
   27 ,1.3478658199310303  ,0.04655575752258301  ,     283.99722  ,7.275805139522191     ,28.42163  , 23.074364
   28 ,1.3949275016784668  ,0.04706168174743652  ,     294.2991   ,8.316781139522163     ,28.183594 , 22.925934
   29 ,1.456916093826294   ,0.06198859214782715  ,     304.42426  ,8.024345139522183     ,28.251984 , 23.384377
   30 ,1.5194711685180664  ,0.06255507469177246  ,     313.8327   ,7.193325139522173     ,28.982147 , 23.757202
   31 ,1.5676791667938232  ,0.048207998275756836 ,     324.57837  ,5.9321551395221945    ,28.497284 , 23.544197
   32 ,1.6147737503051758  ,0.04709458351135254  ,     334.8943   ,5.067265139522178     ,27.97351  , 22.437088
