time, dts, Center (x-axis), Center (y-axis)
0.000000000000000000e+00,8.336807002917882847e-03,0.000000000000000000e+00,-0.000000000000000000e+00
8.336807002917882847e-03,8.336807002917882847e-03,1.694411897659301758e+01,1.271247863769531250e+00
1.667361400583576569e-02,8.336807002917882847e-03,3.311728906631469727e+01,4.590637207031250000e+00
2.501042100875364854e-02,8.336807002917882847e-03,4.893208742141723633e+01,9.602119445800781250e+00
3.334722801167153139e-02,8.336807002917882847e-03,6.408627557754516602e+01,1.380963897705078125e+01
4.168403501458941424e-02,8.336807002917882847e-03,7.899204874038696289e+01,1.755062103271484375e+01
5.002084201750729708e-02,8.336807002917882847e-03,9.363104867935180664e+01,2.023191833496093750e+01
5.835764902042517993e-02,8.336807002917882847e-03,1.082952675819396973e+02,2.230829620361328125e+01
6.669445602334306278e-02,8.336807002917882847e-03,1.227904725074768066e+02,2.368517303466796875e+01
7.503126302626095256e-02,8.336807002917882847e-03,1.372896561622619629e+02,2.436750793457031250e+01
8.336807002917882847e-02,8.336807002917882847e-03,1.517534165382385254e+02,2.461224365234375000e+01
9.170487703209670438e-02,8.336807002917882847e-03,1.663051362037658691e+02,2.365048980712890625e+01
1.000416840350145942e-01,8.336807002917882847e-03,1.809717850685119629e+02,2.256050872802734375e+01
1.083784910379324840e-01,8.336807002917882847e-03,1.956059327125549316e+02,2.045008087158203125e+01
1.167152980408503599e-01,8.336807002917882847e-03,2.105177597999572470e+02,1.767734527587890625e+01
1.250521050437682358e-01,8.336807002917882847e-03,2.256726822853088379e+02,1.376850128173828125e+01
1.333889120466861256e-01,8.336807002917882847e-03,2.411928162574768066e+02,8.441589355468750000e+00
1.417257190496040153e-01,8.336807002917882847e-03,2.570303101539611248e+02,3.566184997558565328e+00
1.500625260525219051e-01,8.336807002917882847e-03,2.728239197731018066e+02,2.063240051269531250e+00
1.583993330554397672e-01,8.336807002917882847e-03,2.885712342262268066e+02,2.367835998535127828e+00
1.667361400583576569e-01,8.336807002917882847e-03,3.041632905006408691e+02,2.181365966796903422e+00
1.750729470612755467e-01,8.336807002917882847e-03,3.195542664527893066e+02,2.658615112304687500e+00
1.834097540641934088e-01,8.336807002917882847e-03,3.348161072731018066e+02,3.138450622558593750e+00
1.917465610671112985e-01,8.336807002917882847e-03,3.500074524879455566e+02,3.748519897460937500e+00
2.000833680700291883e-01,8.336807002917882847e-03,3.652157654762268066e+02,4.299484252929687500e+00
2.084201750729470781e-01,8.336807002917882847e-03,3.802522950172424316e+02,4.407470703125000000e+00
2.167569820758649679e-01,8.336807002917882847e-03,3.955109772682189941e+02,4.304359436035127828e+00
2.250937890787828299e-01,8.336807002917882847e-03,4.105525269508361816e+02,4.057487487792968750e+00
2.334305960817007197e-01,8.336807002917882847e-03,4.257784943580627441e+02,3.830131530761718750e+00
2.417674030846186095e-01,8.336807002917882847e-03,4.409305481910705566e+02,3.580810546875000000e+00
2.501042100875364715e-01,8.336807002917882847e-03,4.559968628883361816e+02,3.478149414062500000e+00
2.584410170904543613e-01,8.336807002917882847e-03,4.712130646705627441e+02,3.523590087890625000e+00
2.667778240933722511e-01,8.336807002917882847e-03,5.014403290748595055e+02,3.633865356445312500e+00
2.751146310962901409e-01,8.336807002917882847e-03,5.164828095436096191e+02,3.633399963378906250e+00
2.834514380992080307e-01,8.336807002917882847e-03,5.314869904518127441e+02,3.748558044433593750e+00
2.917882451021259205e-01,8.336807002917882847e-03,5.463913788795471191e+02,3.871017456054715922e+00
3.001250521050438103e-01,8.336807002917882847e-03,5.614083466529846191e+02,3.908645629882812500e+00
3.084618591079616445e-01,8.336807002917882847e-03,5.766172089576721191e+02,3.914779663085937500e+00
3.167986661108795343e-01,8.336807002917882847e-03,5.918123993873595055e+02,3.851593017578125000e+00
