time, dts, Center (x-axis), Center (y-axis)
0.000000000000000000e+00,8.336807002917882847e-03,0.000000000000000000e+00,0.000000000000000000e+00
8.336807002917882847e-03,8.336807002917882847e-03,1.711240053176879883e+01,-1.726757049560546875e+00
1.667361400583576569e-02,8.336807002917882847e-03,3.371927499771118164e+01,-3.630447387695312500e+00
2.501042100875364854e-02,8.336807002917882847e-03,4.974877786636353960e+01,-5.873508453369140625e+00
3.334722801167153139e-02,8.336807002917882847e-03,6.630362939834594727e+01,-6.521907806396484375e+00
4.168403501458941424e-02,8.336807002917882847e-03,8.204959726333619585e+01,-5.308116912841796875e+00
5.002084201750729708e-02,8.336807002917882847e-03,9.792917871475219727e+01,-4.265991210937500000e+00
5.835764902042517993e-02,8.336807002917882847e-03,1.136061120033264160e+02,-1.931062698364257812e+00
6.669445602334306278e-02,8.336807002917882847e-03,1.295719704627990723e+02,4.489898681640625000e-03
7.503126302626095256e-02,8.336807002917882847e-03,1.453560662269592001e+02,2.421310424804680395e+00
8.336807002917882847e-02,8.336807002917882847e-03,1.612022576332092285e+02,3.694162368774385641e+00
9.170487703209670438e-02,8.336807002917882847e-03,1.769047570228576944e+02,5.393770217895507812e+00
1.000416840350145942e-01,8.336807002917882847e-03,1.927218728065490723e+02,6.522691726684570312e+00
1.083784910379324840e-01,8.336807002917882847e-03,2.087128472328186035e+02,3.779848098754882812e+00
1.167152980408503599e-01,8.336807002917882847e-03,2.249434456825256348e+02,-9.452816009521484375e+00
1.250521050437682358e-01,8.336807002917882847e-03,2.417312569618225098e+02,-8.733161926269531250e+00
1.333889120466861256e-01,8.336807002917882847e-03,2.584507546424865723e+02,-8.398979187011718750e+00
1.417257190496040153e-01,8.336807002917882847e-03,2.746536202430725098e+02,-1.023858261108398438e+01
1.500625260525219051e-01,8.336807002917882847e-03,2.917000069618224529e+02,-1.095223999023437500e+01
1.583993330554397672e-01,8.336807002917882847e-03,3.088076729774475098e+02,-8.728240966796875000e+00
1.667361400583576569e-01,8.336807002917882847e-03,3.261538949012756348e+02,-3.834354400634765625e+00
1.750729470612755467e-01,8.336807002917882847e-03,3.439112648963928223e+02,-1.225482940673828125e+00
1.834097540641934088e-01,8.336807002917882847e-03,3.619845833778381348e+02,3.370285034179687500e-01
1.917465610671112985e-01,8.336807002917882847e-03,3.802915902137756348e+02,7.871665954589843750e-01
2.000833680700291883e-01,8.336807002917882847e-03,3.986938424110412598e+02,8.195915222167968750e-01
2.084201750729470781e-01,8.336807002917882847e-03,4.358317818641662598e+02,1.069030761718750000e+00
2.167569820758649679e-01,8.336807002917882847e-03,4.547214760780334473e+02,7.707481384277343750e-01
2.250937890787828299e-01,8.336807002917882847e-03,4.737496285438537598e+02,9.250793457031250000e-01
2.334305960817007197e-01,8.336807002917882847e-03,4.930331673622131348e+02,1.025897979736313914e+00
2.417674030846186095e-01,8.336807002917882847e-03,5.124531502723693848e+02,1.059333801269502828e+00
2.501042100875364715e-01,8.336807002917882847e-03,5.319748787879943848e+02,9.278221130371093750e-01
