time, dts, Center (x-axis), Center (y-axis)
0.000000000000000000e+00,8.336807002917882847e-03,0.000000000000000000e+00,-0.000000000000000000e+00
8.336807002917882847e-03,8.336807002917882847e-03,2.081709003448486328e+01,8.618583679199218750e-01
1.667361400583576569e-02,8.336807002917882847e-03,4.097251987457275391e+01,2.965515136718750000e+00
2.501042100875364854e-02,8.336807002917882847e-03,6.085682773590087891e+01,6.883632659912109375e+00
3.334722801167153139e-02,8.336807002917882847e-03,8.008311939239501953e+01,1.148036193847656250e+01
4.168403501458941424e-02,8.336807002917882847e-03,9.902186679840087891e+01,1.598577499389648438e+01
5.002084201750729708e-02,8.336807002917882847e-03,1.179347658157348633e+02,1.999862289428710938e+01
5.835764902042517993e-02,8.336807002917882847e-03,1.366253480911254883e+02,2.320125389099121094e+01
6.669445602334306278e-02,8.336807002917882847e-03,1.552343416213989258e+02,2.552075386047363281e+01
7.503126302626095256e-02,8.336807002917882847e-03,1.739092988967895508e+02,2.640913963317871094e+01
8.336807002917882847e-02,8.336807002917882847e-03,1.924577760696411133e+02,2.603807830810547586e+01
9.170487703209670438e-02,8.336807002917882847e-03,2.110445222854614258e+02,2.398869132995605469e+01
1.000416840350145942e-01,8.336807002917882847e-03,2.294812746047973633e+02,1.995313072204589844e+01
1.083784910379324840e-01,8.336807002917882847e-03,2.479695024490356445e+02,1.377933883666992188e+01
1.167152980408503599e-01,8.336807002917882847e-03,2.665267839431762695e+02,6.078609466552734375e+00
1.250521050437682358e-01,8.336807002917882847e-03,2.849544725418090820e+02,-9.748725891113281250e-01
1.333889120466861256e-01,8.336807002917882847e-03,3.038613481521605877e+02,-6.466217041015625000e+00
1.417257190496040153e-01,8.336807002917882847e-03,3.221360521316528320e+02,-1.019630050659179688e+01
1.500625260525219051e-01,8.336807002917882847e-03,3.409324235916137127e+02,-1.186236572265625000e+01
1.583993330554397672e-01,8.336807002917882847e-03,3.595866289138794514e+02,-1.111703109741210938e+01
1.667361400583576569e-01,8.336807002917882847e-03,3.779575242996215820e+02,-8.743553161621093750e+00
1.750729470612755467e-01,8.336807002917882847e-03,3.969844865798950195e+02,-5.304508209228515625e+00
1.834097540641934088e-01,8.336807002917882847e-03,4.154009599685668945e+02,-2.153736114501953125e+00
1.917465610671112985e-01,8.336807002917882847e-03,4.339724321365357014e+02,7.746810913085937500e-01
2.000833680700291883e-01,8.336807002917882847e-03,4.529082536697387695e+02,2.895900726318359375e+00
2.084201750729470781e-01,8.336807002917882847e-03,4.713338060379027752e+02,4.799850463867187500e+00
2.167569820758649679e-01,8.336807002917882847e-03,4.899857683181762695e+02,5.874046325683593750e+00
2.250937890787828299e-01,8.336807002917882847e-03,5.088946123123168945e+02,6.476985931396484375e+00
2.334305960817007197e-01,8.336807002917882847e-03,5.274879961013793945e+02,6.852966308593750000e+00
2.417674030846186095e-01,8.336807002917882847e-03,5.461601762771606445e+02,6.882034301757812500e+00
2.501042100875364715e-01,8.336807002917882847e-03,5.650812578201293945e+02,6.631896972656235789e+00
2.584410170904543613e-01,8.336807002917882847e-03,5.839579057693481445e+02,5.818241119384765625e+00
