time, dts, Center (x-axis), Center (y-axis)
0.000000000000000000e+00,8.336807002917882847e-03,0.000000000000000000e+00,-0.000000000000000000e+00
8.336807002917882847e-03,8.336807002917882847e-03,1.912704849243164062e+01,-2.873992919921875000e-02
1.667361400583576569e-02,8.336807002917882847e-03,3.736376857757568359e+01,8.364715576171732891e-01
2.501042100875364854e-02,8.336807002917882847e-03,5.522198009490966797e+01,2.021175384521484375e+00
3.334722801167153139e-02,8.336807002917882847e-03,7.197978878021240234e+01,5.058368682861328125e+00
4.168403501458941424e-02,8.336807002917882847e-03,8.828896617889405718e+01,9.292537689208984375e+00
5.002084201750729708e-02,8.336807002917882847e-03,1.042416410446166992e+02,1.398783493041993609e+01
5.835764902042517993e-02,8.336807002917882847e-03,1.203115072250366211e+02,1.845504951477050781e+01
6.669445602334306278e-02,8.336807002917882847e-03,1.362238607406616211e+02,2.195912361145019531e+01
7.503126302626095256e-02,8.336807002917882847e-03,1.528471364974975586e+02,2.508027648925781250e+01
8.336807002917882847e-02,8.336807002917882847e-03,1.691849660873413086e+02,2.589025878906250000e+01
9.170487703209670438e-02,8.336807002917882847e-03,2.024621343612670898e+02,2.495383453369139914e+01
1.000416840350145942e-01,8.336807002917882847e-03,2.194951543807983398e+02,2.209754753112792969e+01
1.083784910379324840e-01,8.336807002917882847e-03,2.372091436386108398e+02,1.753507995605468750e+01
1.167152980408503599e-01,8.336807002917882847e-03,2.551431722640991211e+02,1.196026229858398438e+01
1.250521050437682358e-01,8.336807002917882847e-03,2.918297109603881836e+02,-1.138645172119140625e+00
1.333889120466861256e-01,8.336807002917882847e-03,3.281200857162476154e+02,-8.899730682373046875e+00
1.417257190496040153e-01,8.336807002917882847e-03,3.457635641098022461e+02,-1.075262451171875000e+01
1.500625260525219051e-01,8.336807002917882847e-03,3.631726522445678711e+02,-9.889671325683607961e+00
1.583993330554397672e-01,8.336807002917882847e-03,3.981846761703491211e+02,-5.022926330566406250e+00
1.667361400583576569e-01,8.336807002917882847e-03,4.158117361068725586e+02,-1.974540710449218750e+00
1.750729470612755467e-01,8.336807002917882847e-03,4.331919088363647461e+02,1.062252044677734375e+00
1.834097540641934088e-01,8.336807002917882847e-03,4.686295003890991211e+02,4.476467132568359375e+00
1.917465610671112985e-01,8.336807002917882847e-03,4.863016347885131836e+02,4.986022949218750000e+00
2.000833680700291883e-01,8.336807002917882847e-03,5.042111806869506836e+02,5.690837860107421875e+00
2.084201750729470781e-01,8.336807002917882847e-03,5.220929250717163086e+02,5.951751708984375000e+00
2.167569820758649679e-01,8.336807002917882847e-03,5.400806875228881836e+02,5.370441436767578125e+00
2.250937890787828299e-01,8.336807002917882847e-03,5.581911306381225586e+02,5.093730926513671875e+00
2.334305960817007197e-01,8.336807002917882847e-03,5.760919179916381836e+02,5.044830322265625000e+00
2.417674030846186095e-01,8.336807002917882847e-03,5.942453603744506836e+02,5.043529510498046875e+00
