time, dts, Center (x-axis), Center (y-axis)
0.000000000000000000e+00,8.336807002917882847e-03,0.000000000000000000e+00,-0.000000000000000000e+00
8.336807002917882847e-03,8.336807002917882847e-03,1.999623584747314453e+01,3.255340576171875000e+00
1.667361400583576569e-02,8.336807002917882847e-03,3.960693264007568359e+01,8.269371032714843750e+00
2.501042100875364854e-02,8.336807002917882847e-03,5.866567516326905718e+01,1.344652557373046875e+01
3.334722801167153139e-02,8.336807002917882847e-03,7.690964031219482422e+01,1.745545196533203125e+01
4.168403501458941424e-02,8.336807002917882847e-03,9.485831737518309126e+01,2.096738433837890625e+01
5.002084201750729708e-02,8.336807002917882847e-03,1.127462949752807617e+02,2.341602325439453125e+01
5.835764902042517993e-02,8.336807002917882847e-03,1.307966337203979492e+02,2.463219451904296875e+01
6.669445602334306278e-02,8.336807002917882847e-03,1.487434492111206055e+02,2.491177368164062500e+01
7.503126302626095256e-02,8.336807002917882847e-03,1.669315748214721680e+02,2.399937438964843750e+01
8.336807002917882847e-02,8.336807002917882847e-03,1.853952665328979492e+02,2.202955627441406250e+01
9.170487703209670438e-02,8.336807002917882847e-03,2.040180997848510742e+02,1.865760040283203125e+01
1.000416840350145942e-01,8.336807002917882847e-03,2.229242582321166992e+02,1.347364807128906250e+01
1.083784910379324840e-01,8.336807002917882847e-03,2.421580991744995117e+02,6.461311340332031250e+00
1.167152980408503599e-01,8.336807002917882847e-03,2.612112150192260742e+02,2.158233642578125000e+00
1.250521050437682358e-01,8.336807002917882847e-03,2.805386228561401367e+02,2.844779968261718750e+00
1.333889120466861256e-01,8.336807002917882847e-03,2.994202756881713867e+02,2.004158020019531250e+00
1.417257190496040153e-01,8.336807002917882847e-03,3.181492948532104492e+02,1.444015502929687500e+00
1.500625260525219051e-01,8.336807002917882847e-03,3.365363492965698242e+02,1.770759582519531250e+00
1.583993330554397672e-01,8.336807002917882847e-03,3.545043516159057617e+02,2.378005981445312500e+00
1.667361400583576569e-01,8.336807002917882847e-03,3.723359708786010742e+02,3.166160583496093750e+00
1.750729470612755467e-01,8.336807002917882847e-03,3.900725584030151936e+02,4.090637207031250000e+00
1.834097540641934088e-01,8.336807002917882847e-03,4.076471738815307617e+02,4.398460388183593750e+00
1.917465610671112985e-01,8.336807002917882847e-03,4.254238462448120117e+02,4.550315856933593750e+00
2.000833680700291883e-01,8.336807002917882847e-03,4.433068113327026367e+02,4.723953247070312500e+00
2.084201750729470781e-01,8.336807002917882847e-03,4.612282743453979492e+02,4.519630432128906250e+00
2.167569820758649679e-01,8.336807002917882847e-03,4.792213010787963867e+02,4.401222229003906250e+00
2.250937890787828299e-01,8.336807002917882847e-03,4.971235074996948242e+02,4.510192871093721578e+00
2.334305960817007197e-01,8.336807002917882847e-03,5.154528226852416992e+02,4.105186462402343750e+00
2.417674030846186095e-01,8.336807002917882847e-03,5.336787443161010742e+02,4.099220275878906250e+00
2.501042100875364715e-01,8.336807002917882847e-03,5.519834318161010742e+02,3.916130065917968750e+00
2.584410170904543613e-01,8.336807002917882847e-03,5.702714872360229492e+02,3.741264343261718750e+00
2.667778240933722511e-01,8.336807002917882847e-03,5.886259183883666992e+02,3.610389709472656250e+00
